CarID,Brand,CarName,Year,Mileage_KM,Engine_CC,FuelType,Transmission,Horsepower,Price_USD
1478,Toyota,RAV4,2025,235797,2200,Electric,Manual,281,78352
1479,Toyota,RAV4,2016,122597,2000,Petrol,Automatic,229,82638
1480,Nissan,Altima,2018,58903,3000,Diesel,Automatic,331,70874
1481,Tesla,Model S,2020,176428,1000,Diesel,Manual,225,29689
1482,Tesla,Model S,2020,28197,1600,Electric,Manual,446,84063
1483,BMW,5 Series,2020,64484,1200,Diesel,Manual,406,25260
1484,Hyundai,Elantra,2024,196210,1500,Electric,Manual,102,36990
1485,Kia,Sportage,2022,141307,2200,Electric,Manual,128,72045
1486,Ford,Fusion,2024,42417,1600,Electric,Manual,383,39792
1487,BMW,X3,2025,44379,1500,Petrol,Manual,354,22113
1488,Kia,Sportage,2022,180463,1000,Hybrid,Automatic,81,19751
1489,Toyota,RAV4,2024,105961,2500,Petrol,Automatic,83,15026
1490,Kia,Rio,2019,157949,1000,Petrol,Manual,286,59578
1491,Kia,Rio,2020,68388,1000,Diesel,Manual,77,15327
1492,Mercedes-Benz,C-Class,2018,226918,3000,Hybrid,Automatic,143,10061
1493,Toyota,Corolla,2015,212407,1600,Electric,Automatic,145,10024
1494,Honda,Accord,2016,58310,3000,Petrol,Manual,132,15253
1495,Nissan,Altima,2024,186051,1600,Petrol,Manual,128,20060
1496,Tesla,Model 3,2017,187278,1000,Petrol,Manual,430,72424
1497,Tesla,Model Y,2019,91226,1500,Diesel,Manual,149,80759
1498,Honda,Accord,2024,92438,1200,Hybrid,Manual,99,62082
1499,BMW,3 Series,2016,6894,1800,Hybrid,Manual,161,52011
1500,Tesla,Model Y,2019,152966,1500,Hybrid,Automatic,298,81045
1501,Kia,Sportage,2018,218745,2500,Hybrid,Manual,318,77219
1502,Kia,K5,2024,195796,1500,Diesel,Manual,281,46780
1503,Hyundai,Tucson,2017,230630,3000,Hybrid,Manual,245,75112
1504,BMW,3 Series,2021,56135,1500,Hybrid,Manual,414,80248
1505,Mercedes-Benz,E-Class,2017,165563,1000,Petrol,Manual,339,74295
1506,Nissan,Rogue,2015,109638,3000,Hybrid,Automatic,213,10869
1507,Tesla,Model 3,2017,161911,1200,Diesel,Manual,447,27072
1508,Tesla,Model S,2016,48083,2200,Petrol,Automatic,404,60184
1509,BMW,3 Series,2023,161032,1800,Diesel,Manual,226,46954
1510,Audi,A6,2017,181567,2000,Hybrid,Manual,425,85968
1511,Tesla,Model S,2016,151432,1800,Diesel,Manual,334,51165
1512,Nissan,Altima,2020,214670,1800,Electric,Automatic,348,36673
1513,Mercedes-Benz,GLC,2017,10816,1500,Hybrid,Manual,107,46663
1514,Toyota,Corolla,2017,119101,2500,Electric,Automatic,359,46373
1515,Audi,Q5,2021,205055,2000,Hybrid,Manual,372,64608
1516,Kia,K5,2023,89022,2200,Hybrid,Manual,285,64128
1517,Tesla,Model Y,2023,169132,3000,Diesel,Manual,147,13217
1518,Honda,Accord,2015,74823,3000,Hybrid,Manual,101,80433
1519,Kia,Rio,2019,199493,1000,Diesel,Automatic,436,11147
1520,BMW,3 Series,2023,127775,1800,Petrol,Automatic,361,88707
1521,Hyundai,Elantra,2022,108512,3000,Electric,Automatic,108,75683
1522,Mercedes-Benz,E-Class,2021,239399,1600,Petrol,Manual,321,65514
1523,Tesla,Model Y,2018,195476,2000,Hybrid,Manual,85,18446
1524,Tesla,Model S,2018,41411,1600,Hybrid,Manual,424,49194
1525,BMW,3 Series,2021,242348,1500,Petrol,Manual,70,15098
1526,BMW,5 Series,2018,242768,2200,Electric,Manual,80,69226
1527,Kia,Rio,2024,65464,2200,Petrol,Manual,407,86502
1528,Audi,A4,2021,129851,1000,Diesel,Automatic,153,50156
1529,Toyota,RAV4,2019,147891,1600,Electric,Automatic,277,48185
1530,Ford,Escape,2020,113831,1800,Diesel,Automatic,272,80115
1531,BMW,3 Series,2018,245091,1000,Electric,Manual,202,56419
1532,Mercedes-Benz,E-Class,2019,187877,2500,Electric,Automatic,251,18316
1533,Toyota,Camry,2017,11224,3000,Diesel,Manual,201,74134
1534,Ford,Focus,2025,36452,2200,Hybrid,Manual,299,16683
1535,Honda,Accord,2016,217895,1500,Petrol,Automatic,210,64049
1536,Ford,Escape,2017,194227,1800,Electric,Automatic,446,89385
1537,Toyota,Camry,2018,65949,1000,Petrol,Manual,290,28719
1538,Ford,Focus,2020,122403,2500,Petrol,Manual,388,47631
1539,BMW,5 Series,2022,20905,1600,Petrol,Manual,109,85948
1540,Audi,A6,2019,27125,3000,Electric,Manual,445,78616
1541,Honda,CR-V,2017,181937,1200,Hybrid,Automatic,272,36210
1542,Hyundai,Elantra,2023,6236,1000,Hybrid,Automatic,389,78435
1543,Audi,Q5,2024,104659,2000,Diesel,Manual,288,87264
1544,Kia,Sportage,2019,121605,3000,Electric,Automatic,294,12396
1545,Tesla,Model Y,2021,31858,3000,Petrol,Manual,355,88592
1546,Nissan,Sentra,2024,72343,2000,Diesel,Manual,283,13302
1547,Nissan,Altima,2024,106269,1200,Petrol,Manual,263,61272
1548,Mercedes-Benz,E-Class,2018,92625,1200,Electric,Automatic,341,48682
1549,Honda,Accord,2020,203747,1500,Hybrid,Manual,124,11057
1550,Kia,K5,2016,129991,1500,Electric,Automatic,372,48888
1551,Nissan,Sentra,2025,201317,1600,Electric,Manual,236,30359
1552,Audi,Q5,2022,105633,1600,Electric,Manual,86,72353
1553,Toyota,Corolla,2020,138431,1600,Petrol,Manual,353,36888
1554,Ford,Escape,2017,92611,1500,Diesel,Manual,146,72367
1555,Hyundai,Elantra,2017,243661,3000,Petrol,Automatic,75,85782
1556,Honda,Civic,2024,34142,1600,Petrol,Manual,192,48254
1557,Kia,Rio,2023,47077,1600,Petrol,Automatic,79,32950
1558,Tesla,Model Y,2021,216009,1000,Hybrid,Automatic,343,21882
1559,Mercedes-Benz,C-Class,2016,12683,1000,Petrol,Automatic,419,59988
1560,Hyundai,Tucson,2025,84034,3000,Electric,Automatic,267,39018
1561,Kia,Rio,2016,166616,2500,Petrol,Manual,251,16350
1562,BMW,3 Series,2016,232614,3000,Petrol,Automatic,180,68579
1563,Kia,Sportage,2019,136595,1800,Petrol,Manual,195,54418
1564,Kia,Rio,2023,175492,1500,Petrol,Automatic,403,48965
1565,Toyota,Corolla,2019,55712,2500,Hybrid,Manual,209,44160
1566,BMW,5 Series,2016,198700,2500,Petrol,Automatic,428,13476
1567,Tesla,Model Y,2017,248318,1200,Electric,Automatic,177,43225
1568,BMW,X3,2019,241292,1800,Hybrid,Manual,381,39963
1569,Honda,Civic,2016,199886,2200,Hybrid,Automatic,95,84886
1570,Audi,Q5,2021,161373,2200,Hybrid,Automatic,323,47968
1571,Nissan,Sentra,2022,137028,1000,Electric,Automatic,213,66415
1572,Toyota,Corolla,2020,183761,2500,Hybrid,Automatic,333,64816
1573,Nissan,Altima,2020,140215,2200,Hybrid,Manual,439,74293
1574,BMW,X3,2017,240278,3000,Hybrid,Automatic,269,41642
1575,Honda,CR-V,2016,247503,2000,Petrol,Manual,186,18385
1576,Audi,A4,2021,212697,1000,Electric,Manual,265,80717
1577,Tesla,Model S,2019,192169,2200,Petrol,Automatic,359,63830
1578,Nissan,Altima,2016,198237,1800,Hybrid,Manual,218,29722
1579,Toyota,Camry,2025,49798,1200,Diesel,Manual,143,53573
1580,Tesla,Model 3,2024,42152,1200,Diesel,Manual,262,54258
1581,Tesla,Model 3,2020,52642,1600,Diesel,Automatic,211,32285
1582,Ford,Fusion,2021,115414,3000,Electric,Automatic,361,84648
1583,Hyundai,Sonata,2016,220639,1500,Diesel,Automatic,305,24462
1584,Honda,Accord,2025,44232,1200,Petrol,Automatic,89,60176
1585,Tesla,Model S,2018,84615,2500,Diesel,Automatic,290,73988
1586,Mercedes-Benz,GLC,2016,59394,1000,Electric,Automatic,195,48576
1587,Nissan,Sentra,2017,93399,2200,Diesel,Automatic,266,61182
1588,Audi,A6,2023,168129,1500,Electric,Automatic,428,64322
1589,Honda,Civic,2020,180920,3000,Petrol,Automatic,81,75063
1590,Toyota,Corolla,2015,45640,1000,Diesel,Automatic,112,65962
1591,Ford,Escape,2020,24253,1600,Electric,Automatic,446,77029
1592,Nissan,Sentra,2025,211185,1800,Electric,Automatic,312,13181
1593,Hyundai,Tucson,2024,209123,1600,Diesel,Automatic,187,40548
1594,BMW,X3,2018,132640,1600,Hybrid,Automatic,316,16997
1595,BMW,X3,2020,232582,1000,Diesel,Manual,357,21253
1596,Mercedes-Benz,E-Class,2019,65005,1000,Petrol,Manual,325,86144
1597,BMW,5 Series,2023,206353,2200,Hybrid,Manual,337,12875
1598,Mercedes-Benz,E-Class,2020,22936,2500,Petrol,Automatic,435,54592
1599,BMW,X3,2017,95964,1600,Petrol,Automatic,431,72559
1600,Ford,Focus,2025,203488,1600,Electric,Automatic,295,13120
1601,Nissan,Altima,2024,245146,2200,Petrol,Automatic,175,22168
1602,Kia,Rio,2016,178676,2200,Electric,Manual,399,88907
1603,Nissan,Sentra,2020,31209,1800,Petrol,Manual,81,69041
1604,Kia,K5,2020,63663,1500,Electric,Manual,136,28979
1605,BMW,X3,2018,155052,2000,Diesel,Manual,152,28987
1606,Honda,Civic,2019,14829,2200,Electric,Manual,436,11736
1607,Mercedes-Benz,E-Class,2016,166395,1000,Diesel,Manual,180,17338
1608,Tesla,Model S,2016,124700,2000,Electric,Automatic,335,62880
1609,Hyundai,Tucson,2025,83601,1500,Petrol,Automatic,409,34307
1610,Ford,Focus,2015,216455,3000,Petrol,Automatic,241,19378
1611,Kia,Rio,2022,54110,1500,Hybrid,Manual,146,12477
1612,Toyota,RAV4,2015,82085,1800,Petrol,Manual,435,15422
1613,BMW,3 Series,2020,24199,1500,Diesel,Automatic,80,57660
1614,Honda,Accord,2021,164992,2200,Electric,Automatic,374,67136
1615,Hyundai,Tucson,2015,22280,2500,Electric,Manual,183,33773
1616,Ford,Fusion,2017,195528,2200,Petrol,Manual,176,43455
1617,Hyundai,Tucson,2024,247316,1800,Petrol,Automatic,397,64757
1618,Honda,Civic,2019,142815,2000,Hybrid,Manual,165,48468
1619,Toyota,Corolla,2017,204210,2200,Diesel,Manual,398,50215
1620,Toyota,Corolla,2024,164229,1200,Diesel,Manual,308,32987
1621,Mercedes-Benz,C-Class,2025,171179,1000,Diesel,Automatic,396,43726
1622,Ford,Focus,2017,115131,2200,Petrol,Automatic,292,55485
1623,Tesla,Model 3,2023,54748,2000,Diesel,Manual,289,53874
1624,Ford,Focus,2017,231903,1500,Electric,Manual,165,45739
1625,Ford,Escape,2022,171807,1600,Electric,Automatic,398,20309
1626,BMW,3 Series,2018,215921,1200,Hybrid,Automatic,414,63195
1627,Hyundai,Elantra,2017,244377,2200,Hybrid,Manual,101,34178
1628,Mercedes-Benz,GLC,2021,129540,1500,Hybrid,Manual,291,63587
1629,Tesla,Model 3,2025,88547,1600,Petrol,Manual,339,30626
1630,BMW,X3,2017,89960,1500,Petrol,Automatic,282,26751
1631,Nissan,Altima,2015,99227,1800,Petrol,Automatic,170,63936
1632,Honda,CR-V,2020,166400,1800,Diesel,Automatic,290,11202
1633,Tesla,Model Y,2025,222003,2200,Hybrid,Manual,181,67398
1634,Tesla,Model 3,2021,157506,1000,Electric,Manual,410,21128
1635,Tesla,Model 3,2018,159550,3000,Hybrid,Manual,136,80691
1636,Ford,Escape,2023,30185,1600,Electric,Manual,72,76447
1637,Audi,A6,2025,23349,3000,Diesel,Manual,235,53802
1638,Kia,Rio,2018,155162,1500,Electric,Automatic,281,15544
1639,Toyota,Camry,2023,168011,2500,Diesel,Manual,401,30789
1640,Honda,Accord,2021,162048,1000,Hybrid,Automatic,147,68020
1641,BMW,3 Series,2020,113585,2500,Electric,Manual,345,74209
1642,Tesla,Model Y,2019,90206,1600,Hybrid,Manual,433,67599
1643,Ford,Focus,2021,103144,1200,Diesel,Automatic,371,60343
1644,Ford,Fusion,2021,190101,2500,Electric,Automatic,91,14118
1645,Honda,CR-V,2019,26783,1600,Hybrid,Manual,197,44809
1646,Nissan,Rogue,2024,45577,2000,Petrol,Automatic,425,30988
1647,Mercedes-Benz,GLC,2025,208258,2500,Hybrid,Manual,283,42053
1648,Tesla,Model S,2019,204830,2000,Petrol,Automatic,339,10033
1649,Tesla,Model 3,2020,123676,1800,Petrol,Manual,391,33237
1650,Ford,Focus,2021,172731,2000,Electric,Manual,365,81518
1651,Ford,Escape,2025,150494,1800,Hybrid,Manual,334,28783
1652,Mercedes-Benz,E-Class,2022,6866,2500,Diesel,Automatic,304,46086
1653,Tesla,Model Y,2015,199524,3000,Hybrid,Automatic,362,71280
1654,Honda,Accord,2016,76354,1200,Hybrid,Manual,279,79241
1655,Kia,Sportage,2015,42783,1600,Hybrid,Automatic,275,14678
1656,BMW,5 Series,2024,204150,2200,Electric,Automatic,283,85002
1657,BMW,3 Series,2025,41123,3000,Electric,Manual,450,83784
1658,Tesla,Model Y,2016,11327,1800,Electric,Manual,304,88236
1659,Nissan,Sentra,2022,9139,2500,Electric,Automatic,390,20825
1660,Nissan,Rogue,2017,143405,2200,Electric,Manual,296,55409
1661,Tesla,Model 3,2019,100934,1200,Petrol,Automatic,333,86354
1662,Nissan,Sentra,2024,228931,1200,Petrol,Automatic,80,14312
1663,Tesla,Model S,2025,199633,2000,Hybrid,Automatic,342,55151
1664,Nissan,Altima,2018,152083,1800,Petrol,Automatic,426,67645
1665,Nissan,Rogue,2017,76577,1800,Petrol,Automatic,370,15511
1666,BMW,5 Series,2020,29532,1500,Petrol,Manual,263,59528
1667,Mercedes-Benz,E-Class,2024,28656,1800,Petrol,Manual,261,31937
1668,Nissan,Rogue,2022,19957,2000,Petrol,Automatic,166,33472
1669,Toyota,Camry,2025,29170,3000,Hybrid,Automatic,416,29121
1670,Toyota,Corolla,2019,64611,2200,Electric,Manual,262,55024
1671,BMW,3 Series,2015,84419,3000,Hybrid,Manual,129,78506
1672,Honda,Civic,2021,216852,1500,Diesel,Automatic,344,17671
1673,Toyota,Camry,2018,147318,2500,Diesel,Manual,190,40932
1674,Hyundai,Elantra,2021,204401,2200,Hybrid,Automatic,198,88004
1675,Mercedes-Benz,E-Class,2020,95170,1800,Electric,Manual,371,49654
1676,Honda,Civic,2019,181939,1600,Electric,Manual,285,47361
1677,Kia,Rio,2015,226570,3000,Petrol,Manual,381,44723
1678,Toyota,Corolla,2024,197599,2000,Hybrid,Manual,122,58649
1679,BMW,X3,2023,147607,1200,Petrol,Automatic,301,13228
1680,Audi,Q5,2025,62676,1000,Diesel,Automatic,315,61146
1681,Mercedes-Benz,E-Class,2016,63725,1000,Petrol,Automatic,114,74234
1682,BMW,3 Series,2019,161321,2000,Hybrid,Automatic,90,64085
1683,Toyota,RAV4,2016,245846,3000,Petrol,Manual,258,81645
1684,Audi,A4,2020,206388,2200,Electric,Automatic,390,31065
1685,Hyundai,Sonata,2022,51699,1800,Petrol,Automatic,165,67719
1686,Mercedes-Benz,E-Class,2022,9317,1800,Petrol,Automatic,270,27546
1687,Mercedes-Benz,E-Class,2020,231095,1600,Hybrid,Automatic,167,38570
1688,Honda,Accord,2025,203470,2000,Hybrid,Manual,100,73474
1689,Ford,Focus,2023,91281,1200,Petrol,Automatic,194,70251
1690,Audi,Q5,2018,193919,2000,Hybrid,Automatic,322,62551
1691,Hyundai,Elantra,2016,112881,1000,Hybrid,Manual,425,23254
1692,Hyundai,Sonata,2020,148606,1800,Diesel,Automatic,403,56955
1693,Ford,Fusion,2018,101946,1800,Diesel,Automatic,211,47670
1694,BMW,X3,2020,107355,1500,Petrol,Manual,177,38084
1695,Nissan,Rogue,2024,137188,1200,Diesel,Manual,209,83203
1696,Kia,Sportage,2015,56346,2200,Hybrid,Manual,102,70063
1697,Honda,CR-V,2021,56012,2200,Electric,Manual,172,81415
1698,BMW,3 Series,2025,187482,1500,Hybrid,Manual,350,41865
1699,Mercedes-Benz,E-Class,2022,113090,1500,Diesel,Manual,254,48488
1700,Toyota,RAV4,2019,65479,2500,Hybrid,Manual,322,75950
1701,Ford,Focus,2023,171866,2000,Electric,Manual,99,19218
1702,Tesla,Model S,2025,196645,2200,Diesel,Automatic,324,57045
1703,Tesla,Model S,2020,42549,1000,Petrol,Automatic,252,57420
1704,Nissan,Rogue,2015,102699,2200,Hybrid,Manual,389,77020
1705,Audi,Q5,2019,183262,2500,Diesel,Manual,180,59071
1706,Toyota,Camry,2020,228936,2200,Petrol,Manual,77,41475
1707,Ford,Escape,2025,161368,1600,Diesel,Manual,135,63365
1708,Toyota,RAV4,2016,176287,1000,Diesel,Manual,266,87620
1709,Kia,K5,2025,127515,2200,Petrol,Automatic,341,81814
1710,Nissan,Altima,2020,49786,1600,Diesel,Automatic,276,15866
1711,Kia,Rio,2025,244219,2500,Diesel,Automatic,211,41028
1712,Ford,Fusion,2016,210510,3000,Electric,Automatic,257,27605
1713,Nissan,Rogue,2024,164615,1600,Diesel,Manual,78,82620
1714,Mercedes-Benz,E-Class,2018,196519,2000,Hybrid,Manual,325,77003
1715,Hyundai,Sonata,2023,116972,3000,Electric,Manual,365,32236
1716,Kia,K5,2024,145755,2500,Hybrid,Manual,264,25566
1717,Toyota,Corolla,2022,235876,1000,Petrol,Automatic,150,64161
1718,Tesla,Model S,2024,153021,2000,Hybrid,Manual,299,20271
1719,Honda,CR-V,2015,231483,2200,Electric,Automatic,385,16913
1720,Mercedes-Benz,E-Class,2017,167878,1500,Diesel,Automatic,339,80068
1721,Kia,Rio,2024,9206,1800,Electric,Manual,342,42510
1722,Kia,Rio,2020,207646,2000,Electric,Automatic,141,25101
1723,Kia,Rio,2018,211854,3000,Hybrid,Automatic,292,12105
1724,Honda,Accord,2024,158409,1200,Petrol,Automatic,82,18748
1725,Tesla,Model S,2023,227236,2500,Diesel,Automatic,378,32440
1726,Tesla,Model 3,2023,180187,1600,Hybrid,Manual,228,89240
1727,Tesla,Model S,2021,30836,1600,Electric,Automatic,320,50118
1728,Mercedes-Benz,C-Class,2015,128241,2200,Electric,Manual,401,88162
1729,Audi,Q5,2017,140112,2200,Diesel,Manual,173,39589
1730,Mercedes-Benz,C-Class,2024,94628,1500,Electric,Automatic,438,69475
1731,Audi,Q5,2024,202412,1500,Electric,Automatic,385,27641
1732,Honda,Civic,2025,33596,2200,Electric,Automatic,140,54815
1733,Toyota,RAV4,2015,162991,3000,Petrol,Manual,315,15344
1734,BMW,X3,2025,186510,1500,Electric,Automatic,82,72306
1735,Tesla,Model Y,2023,207520,1600,Petrol,Automatic,267,27761
1736,Tesla,Model S,2025,140711,1800,Diesel,Manual,190,19151
1737,Mercedes-Benz,GLC,2015,220466,1500,Hybrid,Manual,160,53087
1738,Ford,Focus,2020,92506,1800,Electric,Manual,181,31850
1739,Hyundai,Elantra,2024,157253,2200,Hybrid,Automatic,125,77577
1740,Honda,Accord,2022,92395,1500,Electric,Manual,360,31564
1741,Ford,Escape,2025,65722,1500,Electric,Manual,284,49944
1742,Hyundai,Sonata,2023,13544,1500,Hybrid,Manual,264,89917
1743,Hyundai,Elantra,2018,33600,3000,Hybrid,Automatic,274,23082
1744,Ford,Fusion,2025,169627,1200,Electric,Manual,376,52112
1745,Nissan,Altima,2022,142691,1600,Petrol,Manual,324,65738
1746,Kia,Sportage,2018,193614,1800,Hybrid,Automatic,216,14387
1747,Kia,K5,2021,223320,1200,Diesel,Manual,142,68223
1748,Honda,CR-V,2023,92859,3000,Hybrid,Automatic,395,68220
1749,Tesla,Model 3,2021,94941,1000,Hybrid,Manual,189,20856
1750,Hyundai,Sonata,2020,78990,2200,Petrol,Manual,421,81241
1751,Hyundai,Elantra,2025,219892,1600,Diesel,Automatic,400,52166
1752,Ford,Escape,2025,80330,1600,Diesel,Automatic,259,17052
1753,Ford,Escape,2023,7852,1500,Electric,Manual,425,89161
1754,Nissan,Altima,2017,222027,1200,Diesel,Manual,310,49185
1755,Ford,Escape,2015,67552,2500,Electric,Automatic,235,29523
1756,BMW,3 Series,2018,135620,1500,Hybrid,Automatic,428,70609
1757,Mercedes-Benz,E-Class,2022,107300,2500,Diesel,Automatic,239,26355
1758,Hyundai,Sonata,2017,228072,1600,Petrol,Automatic,204,66620
1759,Hyundai,Tucson,2017,197708,1000,Petrol,Manual,311,79653
1760,Nissan,Sentra,2022,144376,3000,Hybrid,Manual,308,28002
1761,Nissan,Sentra,2023,211434,1200,Hybrid,Automatic,296,43079
1762,Kia,K5,2024,175811,1200,Petrol,Manual,328,38197
1763,Audi,A4,2024,238888,1800,Diesel,Automatic,247,40782
1764,Audi,Q5,2016,99832,1200,Hybrid,Manual,329,25380
1765,Mercedes-Benz,E-Class,2023,180542,1200,Hybrid,Automatic,294,67836
1766,Tesla,Model 3,2022,92241,3000,Hybrid,Manual,282,32760
1767,Tesla,Model Y,2020,193100,1800,Electric,Manual,124,11609
1768,Mercedes-Benz,E-Class,2022,22393,1800,Hybrid,Manual,155,54954
1769,Kia,Sportage,2016,248919,2200,Diesel,Automatic,182,40676
1770,Tesla,Model 3,2023,219217,1500,Electric,Manual,398,23801
1771,Tesla,Model Y,2016,213657,1600,Hybrid,Automatic,82,46255
1772,Mercedes-Benz,E-Class,2020,74439,1200,Hybrid,Manual,133,30105
1773,Tesla,Model 3,2024,76384,1000,Petrol,Automatic,285,29220
1774,Hyundai,Sonata,2020,240035,1000,Electric,Automatic,230,65653
1775,Toyota,Corolla,2025,72931,1500,Hybrid,Manual,355,11341
1776,Honda,CR-V,2020,68519,2500,Hybrid,Manual,157,42092
1777,Honda,CR-V,2015,192766,1600,Hybrid,Manual,272,75143
1778,Audi,A6,2017,119169,1200,Electric,Manual,415,66647
1779,Audi,A6,2016,57388,2500,Diesel,Manual,440,56728
1780,Toyota,Camry,2015,106805,2000,Hybrid,Manual,222,15107
1781,Nissan,Altima,2023,179279,2500,Diesel,Manual,112,13254
1782,Toyota,Corolla,2015,146205,3000,Petrol,Manual,380,62799
1783,Hyundai,Tucson,2020,143173,1500,Hybrid,Manual,343,54866
1784,Honda,CR-V,2019,41403,1800,Petrol,Automatic,207,31501
1785,BMW,5 Series,2018,225294,1600,Diesel,Manual,147,87242
1786,Ford,Focus,2021,201390,1500,Petrol,Manual,101,42688
1787,Toyota,RAV4,2015,169816,2000,Hybrid,Automatic,141,75869
1788,Hyundai,Sonata,2023,218286,1600,Electric,Automatic,252,50915
1789,BMW,3 Series,2019,72868,1000,Diesel,Automatic,113,31910
1790,Kia,Sportage,2016,15079,2000,Hybrid,Automatic,77,36062
1791,Ford,Fusion,2021,117268,1600,Hybrid,Manual,321,29223
1792,Toyota,Corolla,2016,189019,1000,Electric,Manual,246,51012
1793,Ford,Escape,2020,63742,2200,Electric,Automatic,303,78581
1794,Nissan,Sentra,2019,175752,2500,Hybrid,Automatic,239,45413
1795,Hyundai,Elantra,2017,22196,1800,Hybrid,Manual,143,88807
1796,Toyota,Camry,2017,7162,2000,Diesel,Automatic,388,83630
1797,BMW,5 Series,2022,19220,2000,Petrol,Manual,95,74142
1798,Honda,Civic,2024,106101,1500,Petrol,Manual,160,79913
1799,Tesla,Model Y,2022,165746,3000,Petrol,Manual,310,15282
1800,Ford,Escape,2016,30143,1600,Diesel,Automatic,202,54906
1801,BMW,3 Series,2022,195464,1200,Petrol,Automatic,387,24228
1802,Hyundai,Elantra,2018,20901,1200,Hybrid,Manual,123,33126
1803,Mercedes-Benz,C-Class,2020,155442,1200,Electric,Manual,167,33984
1804,Tesla,Model Y,2021,41105,1500,Petrol,Automatic,280,16240
1805,Ford,Escape,2025,164075,1600,Diesel,Automatic,91,74132
1806,Nissan,Altima,2021,107198,2000,Hybrid,Automatic,148,28960
1807,Audi,Q5,2019,18169,3000,Petrol,Automatic,293,27044
1808,Mercedes-Benz,C-Class,2018,19421,2500,Electric,Manual,143,62684
1809,Toyota,RAV4,2021,148548,1600,Electric,Automatic,344,27981
1810,Ford,Fusion,2024,174755,1600,Diesel,Manual,178,69140
1811,Tesla,Model 3,2024,170357,1000,Electric,Manual,182,80902
1812,Honda,CR-V,2025,174277,1600,Hybrid,Automatic,182,17949
1813,Kia,K5,2017,213175,1200,Electric,Manual,213,86324
1814,Honda,Accord,2023,146260,1000,Diesel,Automatic,329,31898
1815,Ford,Fusion,2021,190631,1000,Petrol,Manual,402,34630
1816,Nissan,Sentra,2023,148138,1200,Hybrid,Manual,256,74570
1817,Nissan,Altima,2022,58873,1800,Hybrid,Manual,235,85221
1818,Nissan,Altima,2015,28617,3000,Petrol,Manual,290,59810
1819,Kia,Sportage,2021,45872,2000,Electric,Automatic,417,10275
1820,Ford,Focus,2019,237972,1600,Electric,Manual,262,38472
1821,BMW,3 Series,2017,175425,3000,Electric,Manual,207,63973
1822,Hyundai,Tucson,2023,86955,1600,Hybrid,Automatic,99,52416
1823,Mercedes-Benz,GLC,2023,80840,2200,Diesel,Manual,97,15454
1824,Ford,Escape,2021,30229,1200,Petrol,Manual,107,55407
1825,Ford,Fusion,2025,200923,3000,Petrol,Automatic,402,29329
1826,Nissan,Rogue,2015,200245,1800,Hybrid,Automatic,247,71455
1827,Tesla,Model 3,2016,186435,1200,Electric,Manual,359,16287
1828,Tesla,Model S,2019,230152,1600,Diesel,Manual,165,69571
1829,Audi,A6,2024,226408,1000,Petrol,Manual,323,64481
1830,Audi,A4,2015,234000,1000,Electric,Manual,70,55114
1831,Tesla,Model 3,2025,180367,3000,Hybrid,Manual,131,26736
1832,Audi,A4,2016,224989,1200,Electric,Automatic,361,64284
1833,Nissan,Rogue,2017,196695,1500,Electric,Manual,284,88923
1834,Hyundai,Tucson,2024,220545,1600,Diesel,Manual,225,85592
1835,BMW,X3,2024,42708,3000,Petrol,Automatic,157,56181
1836,Tesla,Model 3,2016,243021,2500,Diesel,Manual,75,59138
1837,Hyundai,Elantra,2016,73408,2500,Hybrid,Automatic,450,76986
1838,BMW,X3,2015,198462,1600,Electric,Automatic,365,58151
1839,Hyundai,Sonata,2018,214630,1000,Electric,Automatic,274,70690
1840,Tesla,Model Y,2015,81602,1200,Electric,Manual,418,19937
1841,Mercedes-Benz,GLC,2025,163365,2500,Electric,Automatic,230,88095
1842,Audi,A4,2023,77257,2200,Petrol,Manual,79,13877
1843,Hyundai,Tucson,2023,146564,2500,Hybrid,Manual,146,87791
1844,Toyota,Camry,2016,71610,1600,Electric,Automatic,192,21035
1845,Hyundai,Elantra,2022,123247,1500,Diesel,Automatic,197,19549
1846,Audi,Q5,2016,30903,1800,Diesel,Manual,380,16010
1847,Honda,CR-V,2017,82700,1000,Electric,Manual,72,74694
1848,Mercedes-Benz,E-Class,2019,208157,1800,Petrol,Automatic,423,84801
1849,Hyundai,Sonata,2024,70988,2000,Petrol,Manual,445,14269
1850,Hyundai,Elantra,2022,242664,3000,Petrol,Manual,209,71246
1851,Mercedes-Benz,GLC,2017,120345,1600,Hybrid,Automatic,188,55618
1852,Ford,Fusion,2019,182649,3000,Electric,Manual,217,28205
1853,Nissan,Rogue,2025,87936,2500,Hybrid,Automatic,90,78730
1854,BMW,X3,2024,22493,1000,Petrol,Manual,130,34418
1855,Hyundai,Elantra,2017,196483,2200,Electric,Manual,195,21810
1856,Honda,Accord,2024,36816,1600,Electric,Manual,134,74360
1857,BMW,X3,2024,191384,2000,Hybrid,Manual,97,70364
1858,BMW,3 Series,2020,130101,1800,Diesel,Manual,176,31470
1859,Mercedes-Benz,E-Class,2022,22865,3000,Petrol,Automatic,401,70084
1860,Honda,Civic,2017,101000,2500,Hybrid,Automatic,423,49630
1861,Toyota,Corolla,2021,110458,1500,Diesel,Manual,97,40748
1862,Honda,Civic,2023,38826,2000,Diesel,Manual,416,36723
1863,Nissan,Sentra,2019,145353,1500,Electric,Manual,329,50660
1864,Audi,Q5,2016,155880,3000,Diesel,Automatic,389,86601
