SaleID,CustomerID,DealerID,Brand,CarModel,SaleAmount,SaleDate
1182,9995,4432,Nissan,Model_C,71612,2025-09-07
1183,2968,5946,Honda,Model_A,20423,2025-01-05
1184,6612,3808,BMW,Model_C,76096,2025-10-27
1185,2194,2375,Tesla,Model_D,60702,2025-08-02
1186,8709,5364,Nissan,Model_C,70727,2025-11-06
1187,6925,8293,Ford,Model_B,55435,2025-11-24
1188,5905,6075,Mercedes-Benz,Model_B,60490,2025-05-09
1189,8819,2980,Honda,Model_B,49248,2025-11-01
1190,1921,1978,Hyundai,Model_C,46279,2025-07-20
1191,4530,1633,Hyundai,Model_A,28809,2025-10-18
1192,5940,6037,BMW,Model_B,74353,2025-04-16
1193,5925,229,Audi,Model_B,54963,2025-08-08
1194,1924,7584,Hyundai,Model_B,68464,2025-06-05
1195,3611,2412,Mercedes-Benz,Model_B,31457,2025-12-05
1196,1573,3351,Nissan,Model_C,67276,2025-12-16
1197,9439,7086,Hyundai,Model_D,25864,2025-09-01
1198,8042,3233,BMW,Model_C,16245,2025-01-14
1199,4244,5337,Hyundai,Model_A,73540,2025-05-26
1200,8496,2797,Nissan,Model_C,17730,2025-08-28
1201,8865,2609,Audi,Model_D,27267,2025-06-24
1202,5691,8546,Tesla,Model_B,52784,2025-04-28
1203,7403,382,Kia,Model_B,56290,2025-11-12
1204,8301,7587,BMW,Model_D,16275,2025-09-02
1205,6017,5769,Audi,Model_B,69160,2025-11-05
1206,6850,2353,BMW,Model_A,78698,2025-07-15
1207,6116,330,Honda,Model_A,39254,2025-04-28
1208,2223,7361,Toyota,Model_B,69758,2025-05-25
1209,1564,4680,Tesla,Model_D,75612,2025-06-25
1210,6222,8927,Audi,Model_D,28863,2025-12-16
1211,1471,3873,Tesla,Model_D,15517,2025-09-01
1212,5453,4067,Audi,Model_B,50364,2025-10-18
1213,1233,2881,Ford,Model_B,79517,2025-11-28
1214,6396,5409,Tesla,Model_C,70380,2025-04-25
1215,7975,6373,Mercedes-Benz,Model_C,36769,2025-02-06
1216,5369,6283,Ford,Model_B,25039,2025-01-18
1217,3368,4598,Kia,Model_C,59342,2025-05-26
1218,2155,9636,Nissan,Model_D,22996,2025-04-17
1219,932,7333,Honda,Model_D,17907,2025-12-14
1220,9344,9710,BMW,Model_C,37273,2025-02-02
1221,6297,8672,BMW,Model_B,55393,2025-03-03
1222,6245,2388,Nissan,Model_D,15964,2025-05-23
1223,3040,7943,Audi,Model_C,60947,2025-08-26
1224,1734,938,BMW,Model_D,57659,2025-04-21
1225,205,5904,Kia,Model_C,57686,2025-11-25
1226,6803,2887,Hyundai,Model_A,59995,2025-10-13
1227,4917,1202,Ford,Model_B,35912,2025-03-18
1228,8663,8951,Nissan,Model_A,59391,2025-09-17
1229,8504,6285,Toyota,Model_A,21013,2025-01-15
1230,1630,4626,Nissan,Model_B,74905,2025-04-23
1231,6558,421,BMW,Model_D,48511,2025-01-17
1232,5468,9149,Audi,Model_C,32109,2025-05-07
1233,7995,2201,Honda,Model_B,26389,2025-07-28
1234,8100,8123,Kia,Model_B,71622,2025-09-26
1235,3665,1191,Nissan,Model_A,59823,2025-09-02
1236,4988,3817,Audi,Model_C,60772,2025-04-02
1237,9688,7684,Nissan,Model_D,36590,2025-07-17
1238,4284,2894,Honda,Model_A,51447,2025-01-03
1239,8612,7742,Mercedes-Benz,Model_D,25887,2025-10-03
1240,3743,1717,Honda,Model_B,78211,2025-07-12
1241,7222,5066,Kia,Model_A,29234,2025-01-05
1242,3482,1752,Ford,Model_A,47068,2025-09-04
1243,7337,278,Mercedes-Benz,Model_B,61088,2025-04-28
1244,2303,8093,Hyundai,Model_A,72205,2025-02-18
1245,5202,2733,Toyota,Model_D,29329,2025-01-28
1246,4288,1907,Kia,Model_C,23538,2025-08-06
1247,6493,1466,Audi,Model_A,15634,2025-10-12
1248,3691,1588,Toyota,Model_A,78804,2025-02-15
1249,9863,2964,Hyundai,Model_A,29778,2025-07-28
1250,2784,2558,BMW,Model_A,19925,2025-04-22
1251,7353,525,Ford,Model_A,70743,2025-10-21
1252,9176,1491,Nissan,Model_C,15320,2025-02-28
1253,4543,6360,Nissan,Model_D,20397,2025-12-08
1254,6603,588,Tesla,Model_D,24360,2025-08-06
1255,596,4626,Hyundai,Model_A,60620,2025-12-19
1256,9035,118,Kia,Model_B,60212,2025-11-12
1257,3747,3949,BMW,Model_C,16784,2025-02-13
1258,3072,6902,Ford,Model_C,78840,2025-02-02
1259,5117,9441,Mercedes-Benz,Model_D,76496,2025-02-16
1260,4002,582,Hyundai,Model_A,68093,2025-12-11
1261,1647,3391,BMW,Model_B,16921,2025-10-13
1262,7261,3327,Toyota,Model_B,34229,2025-01-16
1263,5070,1530,BMW,Model_C,52163,2025-11-22
1264,6875,6798,Hyundai,Model_B,30499,2025-10-02
1265,3643,6290,BMW,Model_C,46491,2025-05-07
1266,3626,9913,Honda,Model_C,72251,2025-09-01
1267,192,454,Audi,Model_C,21682,2025-07-05
1268,6180,7998,Hyundai,Model_A,21063,2025-12-10
1269,7054,8512,BMW,Model_A,32562,2025-07-12
1270,90,292,BMW,Model_C,65366,2025-11-12
1271,5911,8371,Mercedes-Benz,Model_D,71383,2025-12-10
1272,2644,961,Honda,Model_A,64989,2025-11-20
1273,349,2302,BMW,Model_B,15143,2025-02-13
1274,5703,1723,Nissan,Model_A,41605,2025-12-01
1275,9730,1837,Tesla,Model_C,17119,2025-08-11
1276,1966,9477,Ford,Model_D,68395,2025-08-16
1277,5806,343,Mercedes-Benz,Model_D,21169,2025-07-21
1278,2614,2382,Audi,Model_C,79985,2025-04-24
1279,9898,7067,Hyundai,Model_D,50253,2025-12-28
1280,9144,8177,Ford,Model_A,24318,2025-01-09
1281,9105,7966,Honda,Model_A,69290,2025-04-13
1282,5561,3728,Mercedes-Benz,Model_D,39680,2025-05-03
1283,4138,4776,Ford,Model_D,22536,2025-11-19
1284,7174,4841,Hyundai,Model_B,19222,2025-05-12
1285,9511,6033,Hyundai,Model_A,77730,2025-09-02
1286,815,2379,Nissan,Model_A,79229,2025-07-24
1287,9548,5736,Mercedes-Benz,Model_D,27831,2025-06-14
1288,4167,2216,Tesla,Model_B,53895,2025-05-07
1289,6764,1522,Toyota,Model_A,52060,2025-09-06
1290,4278,5299,Toyota,Model_A,32309,2025-12-14
1291,4869,7241,Toyota,Model_B,69790,2025-04-14
1292,99,7204,Mercedes-Benz,Model_A,47242,2025-01-26
1293,7011,209,Ford,Model_B,38789,2025-03-11
1294,5293,3313,Honda,Model_B,31685,2025-12-03
1295,7375,6902,Ford,Model_B,50781,2025-01-19
1296,5676,4902,Honda,Model_D,39246,2025-05-22
1297,518,1577,Kia,Model_B,79059,2025-08-20
1298,593,5751,Audi,Model_C,51337,2025-03-18
1299,1862,7301,BMW,Model_B,28846,2025-10-24
1300,6654,1693,Toyota,Model_B,67517,2025-10-14
1301,5800,7112,Honda,Model_B,68227,2025-01-26
1302,6272,4668,Kia,Model_C,62241,2025-07-27
1303,7857,6161,Mercedes-Benz,Model_D,51372,2025-06-13
1304,2779,5422,Toyota,Model_C,75404,2025-06-02
1305,1274,5009,BMW,Model_B,38342,2025-08-01
1306,9505,9486,Ford,Model_D,22851,2025-01-05
1307,8536,5642,Hyundai,Model_A,31441,2025-04-17
1308,2509,5282,Hyundai,Model_B,15734,2025-04-06
1309,8873,6708,Hyundai,Model_A,50174,2025-02-28
1310,9221,8669,Toyota,Model_C,27168,2025-09-28
1311,3362,9908,Toyota,Model_C,27763,2025-01-14
1312,8012,3594,Toyota,Model_B,68205,2025-01-08
1313,9209,8640,Mercedes-Benz,Model_A,21855,2025-12-14
1314,7779,7601,Kia,Model_B,60616,2025-12-28
1315,1068,9531,Honda,Model_A,36520,2025-01-28
1316,8022,1664,Nissan,Model_D,17294,2025-10-12
1317,7947,4805,Mercedes-Benz,Model_C,76355,2025-12-09
1318,402,7152,Nissan,Model_A,73302,2025-05-08
1319,8354,7449,Kia,Model_D,28582,2025-09-21
1320,5001,4026,Honda,Model_C,63831,2025-06-14
1321,8116,6957,Nissan,Model_C,54286,2025-08-20
1322,2679,9228,Kia,Model_B,63290,2025-07-08
1323,2689,7797,BMW,Model_B,78130,2025-05-08
1324,8013,703,BMW,Model_A,52419,2025-11-02
1325,5349,6703,Kia,Model_C,59776,2025-02-09
1326,1031,3827,Mercedes-Benz,Model_B,16380,2025-08-13
1327,8493,3780,Ford,Model_D,40208,2025-12-18
1328,1407,7069,Toyota,Model_C,68107,2025-12-21
1329,1422,9553,Honda,Model_D,66933,2025-01-06
1330,4392,3049,BMW,Model_D,64109,2025-04-15
1331,4102,3523,Tesla,Model_B,50003,2025-01-03
1332,3570,1233,Audi,Model_C,27633,2025-05-03
1333,3088,5644,Tesla,Model_A,67742,2025-07-24
1334,9201,2342,Kia,Model_A,19284,2025-02-24
1335,4702,7558,Kia,Model_B,16649,2025-08-07
1336,4184,7558,Audi,Model_D,73053,2025-04-24
1337,5633,5113,Honda,Model_C,69055,2025-06-12
1338,6842,5003,Tesla,Model_B,19208,2025-11-04
1339,6496,8387,Audi,Model_C,53827,2025-03-13
1340,6594,3792,Tesla,Model_A,15904,2025-09-28
1341,8564,9903,Mercedes-Benz,Model_B,50967,2025-04-02
1342,2042,4886,Audi,Model_C,46058,2025-09-24
1343,1705,6629,Hyundai,Model_D,15640,2025-09-17
1344,774,4336,Honda,Model_A,64221,2025-11-05
1345,4609,4659,Kia,Model_B,51421,2025-09-26
1346,2794,7082,Honda,Model_D,28449,2025-05-23
1347,6186,557,Audi,Model_D,29256,2025-07-27
1348,3304,1282,Mercedes-Benz,Model_B,60190,2025-02-17
1349,1399,3113,Tesla,Model_B,65011,2025-03-19
1350,3301,8522,Toyota,Model_C,37240,2025-01-21
1351,3756,54,Audi,Model_B,33165,2025-10-04
1352,1326,6584,Mercedes-Benz,Model_D,42028,2025-05-19
1353,3030,7820,BMW,Model_D,51371,2025-02-07
1354,3832,7784,Ford,Model_B,56657,2025-08-26
1355,9149,1692,Audi,Model_A,38840,2025-06-07
1356,9497,3038,Hyundai,Model_B,17239,2025-03-03
1357,3279,6514,Tesla,Model_A,41744,2025-01-21
1358,3908,4004,Audi,Model_C,19762,2025-12-16
1359,8538,7456,Kia,Model_A,25127,2025-09-16
1360,5076,9796,Toyota,Model_D,25476,2025-07-23
1361,4111,8696,Audi,Model_A,15249,2025-06-23
1362,497,4067,Nissan,Model_A,42357,2025-08-18
1363,1222,2845,Audi,Model_B,44113,2025-10-21
1364,3628,9859,Audi,Model_C,74356,2025-11-19
1365,3659,949,Audi,Model_B,78277,2025-03-26
1366,7341,8469,Honda,Model_C,42898,2025-10-12
1367,4095,9725,Hyundai,Model_B,69233,2025-07-19
1368,8464,2436,BMW,Model_B,17800,2025-08-06
1369,4924,8384,Kia,Model_A,71348,2025-11-03
1370,5582,7075,Ford,Model_B,18406,2025-12-13
1371,8165,9053,Toyota,Model_A,59510,2025-10-09
1372,6320,8049,Toyota,Model_A,33150,2025-12-03
1373,2465,9198,Toyota,Model_C,34323,2025-08-04
1374,2597,609,Audi,Model_B,64629,2025-07-05
1375,4669,8987,Tesla,Model_C,48016,2025-06-13
1376,3045,3508,Tesla,Model_D,61047,2025-02-16
1377,3627,2129,Tesla,Model_D,78495,2025-07-01
1378,6816,3085,Nissan,Model_C,56983,2025-02-23
1379,3936,6679,Audi,Model_A,42960,2025-06-25
1380,7775,4781,Honda,Model_D,53906,2025-09-09
1381,3594,6803,Kia,Model_B,59266,2025-04-16
1382,6088,6824,Honda,Model_C,38169,2025-04-11
1383,7895,7421,Tesla,Model_D,73274,2025-09-12
1384,9222,2263,Nissan,Model_C,78212,2025-06-17
1385,3830,6783,Honda,Model_B,43823,2025-05-10
1386,8870,9267,Ford,Model_B,64714,2025-10-13
1387,615,4622,Ford,Model_C,32496,2025-06-01
1388,2989,5758,Kia,Model_D,56971,2025-01-05
1389,1975,7855,Audi,Model_B,55491,2025-06-26
1390,9630,9100,Audi,Model_A,74843,2025-07-25
1391,1777,56,BMW,Model_D,62236,2025-07-07
1392,2652,9652,Mercedes-Benz,Model_A,29600,2025-09-27
1393,508,4982,BMW,Model_D,31741,2025-02-21
1394,2569,7161,Nissan,Model_A,48587,2025-12-13
1395,5224,5227,Honda,Model_A,49341,2025-07-25
1396,1666,9726,Tesla,Model_A,71795,2025-08-28
1397,8232,3392,Nissan,Model_B,59460,2025-02-08
1398,2096,4981,Toyota,Model_B,59318,2025-08-26
1399,6016,9635,Mercedes-Benz,Model_B,38525,2025-01-03
1400,6612,6120,Tesla,Model_C,38913,2025-06-16
1401,4937,8544,Kia,Model_B,56589,2025-03-18
1402,1168,177,Tesla,Model_A,66394,2025-06-13
1403,972,5528,Hyundai,Model_D,28774,2025-09-23
1404,4651,1898,Toyota,Model_D,15434,2025-01-24
1405,7072,6219,Honda,Model_D,72580,2025-11-28
1406,1096,5618,BMW,Model_A,43868,2025-07-13
1407,342,2696,Mercedes-Benz,Model_C,60457,2025-06-13
1408,9844,7587,Nissan,Model_A,48440,2025-02-10
1409,3489,3771,Kia,Model_D,36505,2025-08-11
1410,5931,4307,Kia,Model_A,40198,2025-09-07
1411,4397,2960,Kia,Model_A,39426,2025-04-08
1412,8600,8955,Ford,Model_C,54845,2025-12-19
1413,7131,9641,Kia,Model_D,62574,2025-01-18
1414,1890,8420,Tesla,Model_C,48916,2025-09-02
1415,4726,1770,Mercedes-Benz,Model_A,27646,2025-07-08
1416,5011,8626,Tesla,Model_C,36865,2025-02-05
1417,6396,1982,Nissan,Model_B,71792,2025-08-20
1418,927,2699,Ford,Model_B,72617,2025-01-20
1419,4772,4822,BMW,Model_A,59990,2025-03-03
1420,3233,4501,Hyundai,Model_C,69486,2025-08-20
1421,9775,501,Toyota,Model_D,27159,2025-06-13
1422,6347,9127,Tesla,Model_B,76507,2025-04-02
1423,6252,3437,Kia,Model_C,44277,2025-09-07
1424,7243,1208,Hyundai,Model_A,78236,2025-01-10
1425,1623,3869,Kia,Model_D,44847,2025-08-13
1426,7973,9933,Hyundai,Model_B,63718,2025-03-24
1427,2173,4446,Nissan,Model_D,46420,2025-04-15
1428,1304,9656,Kia,Model_D,35552,2025-06-25
1429,7399,9546,Honda,Model_B,16973,2025-10-10
1430,5481,4325,Toyota,Model_B,50264,2025-12-20
1431,4552,4885,BMW,Model_B,39711,2025-10-15
1432,6614,9363,Mercedes-Benz,Model_A,30436,2025-11-13
1433,6339,7978,Mercedes-Benz,Model_D,70127,2025-09-20
1434,9554,6404,Nissan,Model_A,49036,2025-08-17
1435,6945,3801,Nissan,Model_A,79677,2025-05-04
1436,8835,3922,Hyundai,Model_A,63882,2025-12-20
1437,4675,9993,Toyota,Model_C,66770,2025-05-09
1438,7643,4569,Ford,Model_D,18492,2025-08-05
1439,5936,4918,Mercedes-Benz,Model_C,62601,2025-03-16
1440,9187,6750,Honda,Model_A,54424,2025-06-09
1441,7538,2673,Audi,Model_D,33170,2025-01-15
1442,5204,1481,Nissan,Model_B,55039,2025-02-09
1443,6256,120,BMW,Model_D,50791,2025-03-18
1444,508,3742,Hyundai,Model_D,49288,2025-10-20
1445,1887,305,Audi,Model_C,50057,2025-08-16
1446,7522,7,Tesla,Model_C,16926,2025-02-07
1447,9433,3531,Nissan,Model_B,79561,2025-06-13
1448,7404,7834,Mercedes-Benz,Model_D,68377,2025-04-03
1449,7852,7904,Honda,Model_D,26881,2025-07-14
1450,7204,8643,Kia,Model_A,41460,2025-04-26
1451,3711,9204,Kia,Model_B,66846,2025-09-04
1452,3962,170,BMW,Model_B,63773,2025-07-05
1453,4966,8450,Kia,Model_C,16784,2025-10-09
1454,6593,6497,Hyundai,Model_C,52160,2025-08-15
1455,497,5125,BMW,Model_D,34460,2025-05-26
1456,4071,4206,Nissan,Model_C,33826,2025-02-05
1457,1785,7620,Kia,Model_B,18171,2025-09-21
1458,515,1250,Ford,Model_B,73768,2025-05-17
1459,2680,8727,Toyota,Model_A,66764,2025-11-19
1460,2669,308,Hyundai,Model_B,71262,2025-07-11
1461,425,4733,Hyundai,Model_D,49382,2025-07-20
1462,6862,9809,Toyota,Model_A,75777,2025-02-20
1463,2776,3580,BMW,Model_A,66487,2025-06-05
1464,4923,239,Mercedes-Benz,Model_A,75807,2025-06-21
1465,7474,5359,Audi,Model_C,60560,2025-03-15
1466,6933,8475,Kia,Model_A,57706,2025-03-16
1467,7358,9350,BMW,Model_B,29824,2025-04-27
1468,5386,7142,Nissan,Model_C,74277,2025-03-01
1469,1535,9035,Mercedes-Benz,Model_C,67201,2025-06-15
1470,6452,6197,Honda,Model_D,71938,2025-12-22
1471,2872,9426,Hyundai,Model_A,62930,2025-07-10
1472,1071,228,BMW,Model_A,50037,2025-05-03
1473,7977,4026,Ford,Model_D,39156,2025-03-07
1474,4189,7013,Hyundai,Model_C,33444,2025-07-24
1475,1042,2089,Toyota,Model_B,64862,2025-09-09
1476,6740,7455,Ford,Model_D,32059,2025-05-22
1477,849,1248,Nissan,Model_B,61226,2025-09-20
1478,1877,4917,BMW,Model_C,79361,2025-04-11
1479,4296,2952,Hyundai,Model_D,23216,2025-09-22
1480,6928,39,Tesla,Model_A,69767,2025-04-26
1481,8304,4649,Tesla,Model_C,70496,2025-02-08
1482,4216,711,Tesla,Model_C,55529,2025-02-17
1483,5199,303,Hyundai,Model_B,58901,2025-05-02
1484,5666,5166,Mercedes-Benz,Model_D,61688,2025-06-03
1485,2149,975,Kia,Model_A,58376,2025-11-21
1486,7058,1781,Honda,Model_C,65547,2025-10-15
1487,3581,7203,Ford,Model_C,30623,2025-01-08
1488,1947,5171,Audi,Model_C,39810,2025-05-08
1489,9764,4101,Mercedes-Benz,Model_B,50851,2025-01-23
1490,5250,4165,Toyota,Model_A,53302,2025-03-25
1491,3453,1761,Nissan,Model_C,76216,2025-01-16
1492,9179,8135,BMW,Model_A,72705,2025-06-22
1493,3096,9533,Toyota,Model_A,30721,2025-05-21
1494,3428,3051,Nissan,Model_B,72667,2025-07-05
1495,412,5421,Hyundai,Model_C,61324,2025-06-24
1496,6269,2420,Audi,Model_C,54780,2025-08-12
1497,6301,5655,Tesla,Model_B,69676,2025-04-20
1498,3981,9870,Nissan,Model_C,28600,2025-02-01
1499,9476,5753,Honda,Model_C,64929,2025-08-18
1500,7208,8696,Ford,Model_A,59489,2025-10-11
1501,7902,2951,Audi,Model_B,54583,2025-08-17
1502,3254,199,Honda,Model_D,68321,2025-06-21
1503,9643,8563,Mercedes-Benz,Model_D,64536,2025-11-23
1504,291,7388,Mercedes-Benz,Model_C,71957,2025-07-06
1505,5233,6180,Tesla,Model_A,73717,2025-04-06
1506,7332,1629,Audi,Model_D,38375,2025-09-15
1507,5378,876,Nissan,Model_A,58550,2025-03-02
1508,7957,5594,Ford,Model_A,31520,2025-07-26
1509,9592,770,Tesla,Model_C,28641,2025-10-01
1510,6536,4255,Audi,Model_C,46457,2025-08-07
1511,2749,679,Ford,Model_C,56230,2025-05-27
1512,4406,214,Tesla,Model_B,56644,2025-02-19
1513,7927,1323,Audi,Model_A,22916,2025-02-06
1514,950,3209,Kia,Model_D,74623,2025-03-20
1515,1180,6469,Nissan,Model_C,75805,2025-03-14
1516,1353,6428,Kia,Model_D,32995,2025-08-03
1517,479,8008,Nissan,Model_B,37712,2025-03-15
1518,5598,6887,Hyundai,Model_B,79792,2025-12-23
1519,409,8909,BMW,Model_A,77501,2025-11-25
1520,3159,188,Toyota,Model_A,63267,2025-07-03
1521,8600,3625,Ford,Model_A,36661,2025-03-19
1522,766,974,Tesla,Model_C,19552,2025-12-13
1523,6186,4388,BMW,Model_A,51034,2025-07-01
1524,4863,2431,Audi,Model_B,21319,2025-07-16
1525,2299,3478,Ford,Model_C,40033,2025-12-09
1526,4601,7770,Honda,Model_A,39954,2025-01-26
1527,6447,1005,Kia,Model_D,77874,2025-11-08
1528,8052,7425,Audi,Model_B,19744,2025-05-04
1529,8903,1932,Toyota,Model_A,45089,2025-03-26
1530,9963,417,Audi,Model_C,45862,2025-10-26
1531,8734,762,Honda,Model_A,44890,2025-01-24
1532,5650,6402,Mercedes-Benz,Model_D,56793,2025-11-14
1533,5424,8837,Hyundai,Model_D,64567,2025-06-15
1534,9709,349,BMW,Model_B,41113,2025-11-15
1535,5247,9652,Mercedes-Benz,Model_D,76057,2025-10-03
1536,340,9554,Nissan,Model_B,63646,2025-08-17
1537,4627,8847,Kia,Model_C,25632,2025-04-25
1538,705,8816,Toyota,Model_C,35697,2025-04-07
1539,4335,3474,Toyota,Model_C,55099,2025-09-06
1540,427,7586,Toyota,Model_A,16537,2025-03-13
1541,7678,5727,Hyundai,Model_C,44273,2025-06-07
1542,7114,4762,Honda,Model_D,28816,2025-09-05
1543,5596,1322,Honda,Model_D,70952,2025-03-27
1544,3315,864,BMW,Model_C,48223,2025-03-03
1545,7778,2872,Kia,Model_B,59902,2025-04-28
1546,479,8915,Toyota,Model_C,51266,2025-11-21
1547,214,8770,Audi,Model_D,72707,2025-12-03
1548,1759,2725,Hyundai,Model_A,34830,2025-05-23
1549,3796,985,Kia,Model_C,59657,2025-08-16
1550,2079,1520,Honda,Model_B,44178,2025-02-23
1551,6631,8463,Honda,Model_A,52006,2025-09-04
1552,7437,6809,Kia,Model_B,74825,2025-06-05
1553,1397,5470,Ford,Model_D,46719,2025-04-27
1554,7400,1877,Honda,Model_A,44622,2025-01-13
1555,8752,6725,Audi,Model_D,32962,2025-07-24
1556,5033,1653,Mercedes-Benz,Model_D,73089,2025-04-12
1557,9944,5094,Kia,Model_C,27545,2025-11-15
1558,4782,3044,Hyundai,Model_B,35808,2025-08-15
1559,6224,8821,Nissan,Model_D,62018,2025-08-26
1560,3623,9381,Hyundai,Model_A,40429,2025-11-13
1561,558,3680,Ford,Model_B,58030,2025-08-24
1562,494,1636,Mercedes-Benz,Model_A,72792,2025-10-12
1563,1013,7208,Honda,Model_C,57213,2025-02-20
1564,9993,6226,BMW,Model_B,29653,2025-01-21
1565,5030,7990,Tesla,Model_B,37071,2025-12-19
1566,6858,1234,Honda,Model_C,56853,2025-11-20
1567,5646,3768,BMW,Model_C,21004,2025-07-05
1568,9498,284,Kia,Model_B,50883,2025-12-25
1569,8338,1427,Hyundai,Model_D,41057,2025-01-22
1570,3163,438,Nissan,Model_A,38026,2025-02-21
1571,8553,3531,Mercedes-Benz,Model_B,32964,2025-10-07
1572,6676,4091,Hyundai,Model_D,49566,2025-01-23
1573,8558,8172,Tesla,Model_B,33636,2025-08-05
1574,4830,4270,Honda,Model_D,45393,2025-07-05
1575,1546,8795,Tesla,Model_C,30821,2025-01-20
1576,6670,4687,Tesla,Model_C,23551,2025-10-21
1577,3294,2295,Kia,Model_B,62799,2025-05-17
1578,7914,397,Nissan,Model_B,53253,2025-06-04
1579,6892,2766,Audi,Model_A,51469,2025-05-12
1580,4339,8622,Ford,Model_D,24165,2025-08-16
1581,3371,3658,Honda,Model_B,37126,2025-09-04
1582,2141,9182,Tesla,Model_D,79409,2025-07-08
1583,4358,116,Mercedes-Benz,Model_A,55820,2025-08-28
1584,4134,4281,Tesla,Model_D,37352,2025-12-06
1585,2115,4971,Kia,Model_D,48819,2025-06-25
1586,1882,6754,Nissan,Model_B,19360,2025-08-12
1587,1183,7560,Honda,Model_B,39350,2025-12-22
1588,2353,9067,Mercedes-Benz,Model_C,32075,2025-11-15
1589,478,5360,Toyota,Model_A,38229,2025-08-09
1590,5449,8627,Toyota,Model_D,42262,2025-07-10
1591,8761,7531,Audi,Model_C,22538,2025-04-18
1592,4092,1949,Ford,Model_D,43554,2025-01-16
1593,8779,3849,BMW,Model_C,54757,2025-05-18
1594,2892,2090,Mercedes-Benz,Model_C,23309,2025-05-27
1595,8866,8795,Honda,Model_D,72190,2025-01-22
1596,3097,5974,BMW,Model_C,22070,2025-08-14
1597,5782,5103,Kia,Model_A,67914,2025-05-04
1598,1691,9482,Honda,Model_A,57868,2025-02-10
1599,7578,3644,Nissan,Model_A,56245,2025-03-27
1600,9454,8298,BMW,Model_C,49064,2025-05-10
1601,9176,135,Honda,Model_B,45060,2025-08-03
1602,2220,7249,Tesla,Model_A,74934,2025-06-13
1603,8224,5540,BMW,Model_A,69595,2025-10-04
1604,7388,4617,Mercedes-Benz,Model_D,52350,2025-05-01
1605,8621,33,BMW,Model_A,66991,2025-09-20
1606,2622,2730,Nissan,Model_A,71506,2025-07-09
1607,1588,9913,Nissan,Model_D,36351,2025-09-24
1608,4841,540,Ford,Model_B,45446,2025-07-09
1609,5275,2077,Kia,Model_C,51378,2025-08-05
1610,8597,234,Ford,Model_B,51053,2025-07-11
1611,6878,2924,Kia,Model_A,79719,2025-01-18
1612,134,5982,Nissan,Model_A,58851,2025-02-28
1613,8613,9040,Audi,Model_A,15453,2025-12-08
1614,1,8,Hyundai,Model_B,44888,2025-09-05
1615,8949,6510,Audi,Model_D,56263,2025-03-26
1616,2533,838,BMW,Model_A,44773,2025-02-02
1617,8887,1025,Kia,Model_B,76573,2025-03-07
1618,9672,7658,Kia,Model_D,25966,2025-02-12
1619,4410,1133,Hyundai,Model_A,78932,2025-10-18
1620,975,7297,Toyota,Model_B,44775,2025-12-05
1621,2731,9738,Mercedes-Benz,Model_B,58398,2025-09-14
1622,3550,5442,Audi,Model_B,35077,2025-10-06
1623,6398,3281,Audi,Model_D,57261,2025-11-09
1624,5306,5754,Nissan,Model_A,18474,2025-10-05
1625,3764,3929,Hyundai,Model_C,70651,2025-09-17
1626,5709,7464,Ford,Model_B,32206,2025-07-21
1627,3532,8449,Nissan,Model_A,73162,2025-07-03
1628,9829,439,Hyundai,Model_C,77916,2025-09-16
1629,5992,3408,Toyota,Model_B,53470,2025-07-03
1630,4455,9588,Nissan,Model_A,79271,2025-11-28
1631,9990,4877,Honda,Model_D,45671,2025-10-11
1632,2570,691,Ford,Model_D,54046,2025-09-20
1633,1571,4503,Hyundai,Model_C,75433,2025-09-03
1634,1164,9215,Nissan,Model_A,46012,2025-11-06
1635,8411,4581,Hyundai,Model_C,50129,2025-12-16
1636,4432,9616,Mercedes-Benz,Model_A,70159,2025-01-19
1637,2856,6896,Ford,Model_D,37714,2025-12-18
1638,363,8082,Ford,Model_A,69279,2025-01-18
1639,369,5825,Tesla,Model_A,20264,2025-10-16
1640,4674,3446,Hyundai,Model_D,36070,2025-11-05
1641,2112,5410,Hyundai,Model_C,72228,2025-11-14
1642,8196,402,Audi,Model_C,42810,2025-10-24
1643,218,24,Honda,Model_C,60518,2025-11-18
1644,1823,2093,BMW,Model_D,71176,2025-03-09
1645,3068,4808,Nissan,Model_C,66427,2025-08-22
1646,610,77,Ford,Model_C,22608,2025-10-23
1647,652,6442,Tesla,Model_B,35202,2025-12-09
1648,6963,830,Nissan,Model_C,68006,2025-08-23
1649,7940,2611,Mercedes-Benz,Model_D,46745,2025-05-15
1650,6330,3979,Toyota,Model_B,36843,2025-08-05
1651,8792,9884,Toyota,Model_A,71272,2025-11-02
1652,606,6842,BMW,Model_C,57004,2025-08-10
1653,1319,8273,Toyota,Model_C,73286,2025-03-02
1654,2523,2571,BMW,Model_A,35711,2025-10-16
1655,5641,7483,BMW,Model_B,79493,2025-07-18
1656,3068,8213,Tesla,Model_D,37558,2025-08-12
1657,5853,5686,Ford,Model_C,48352,2025-07-18
1658,5305,6295,Audi,Model_C,16603,2025-12-14
1659,6300,4381,Audi,Model_D,49415,2025-03-22
1660,6568,5078,Audi,Model_D,22311,2025-04-02
1661,841,881,Ford,Model_C,38091,2025-05-13
1662,4343,5580,BMW,Model_B,33724,2025-08-20
1663,8352,5721,Ford,Model_C,56643,2025-11-17
1664,4689,4716,Tesla,Model_A,33785,2025-02-23
1665,5102,6093,Toyota,Model_C,58670,2025-12-13
